song_id,artist_id,song_genre,user_id,n_listen,publish_year
70,350,2,1667,5,2015
954,130,5,739,1,2013
555,63,3,2269,10,2010
212,99,2,2801,6,2012
558,460,3,928,11,2008
428,116,5,386,5,2002
93,143,3,1602,7,2005
820,116,1,1430,9,2019
253,495,4,644,3,2017
2,182,3,2290,15,2002
16,2,4,1260,9,2013
427,229,2,565,11,2016
484,136,3,593,14,2009
775,51,1,252,1,2007
31,77,3,476,7,2003
471,254,4,1106,7,2020
234,299,3,2128,5,2005
177,266,4,646,3,2009
830,281,5,475,3,2013
184,329,5,881,2,2015
598,265,4,701,13,2001
29,428,5,323,7,2019
912,68,4,43,5,2018
510,2,2,2721,15,2003
905,422,1,2527,9,2020
194,164,1,2238,9,2013
61,434,5,2893,4,2000
186,423,2,1666,4,2001
816,453,5,2206,10,2021
174,113,1,1368,14,2001
644,161,3,1824,4,2020
681,337,4,1892,2,2004
729,442,3,2087,9,2018
851,230,1,2702,8,2009
952,308,1,2837,15,2012
304,339,1,2345,6,2020
834,5,2,1234,9,2017
366,30,1,1641,12,2002
992,78,1,1488,14,2011
876,89,2,2220,6,2012
120,33,5,1580,7,2000
328,477,1,1397,13,2009
937,132,5,1943,0,2013
152,61,2,1145,8,2006
690,2,5,2451,11,2004
477,490,3,1534,1,2018
850,239,4,2934,15,2008
967,275,1,634,11,2011
486,141,1,1762,6,2011
182,360,1,2739,8,2015
860,414,5,2527,5,2004
491,368,3,1767,3,2018
139,491,4,2080,0,2005
136,405,4,2714,11,2000
71,291,4,2084,14,2016
326,342,1,1106,14,2019
930,328,2,2364,2,2002
218,288,1,2543,11,2012
225,145,2,908,5,2008
197,124,3,1756,12,2001
362,346,3,1066,1,2008
777,188,4,2126,6,2007
696,69,5,1044,7,2021
256,398,5,858,15,2015
881,385,2,156,3,2009
529,304,4,778,12,2012
15,487,2,1699,11,2020
167,486,5,1752,2,2013
779,476,5,2101,2,2010
435,64,1,595,11,2003
155,272,4,790,14,2003
895,60,4,327,2,2008
114,69,3,447,8,2010
43,197,2,2946,4,2009
745,336,2,1058,8,2015
322,500,4,486,6,2009
678,167,4,1801,13,2018
553,370,1,2794,1,2017
483,90,2,1532,15,2019
697,483,1,152,1,2012
592,393,3,1502,4,2000
544,164,3,524,14,2020
546,183,4,1178,0,2007
888,470,2,2149,10,2010
669,413,1,62,7,2007
267,271,4,2748,12,2012
557,5,1,2965,11,2011
525,91,3,2231,7,2014
857,64,1,144,3,2017
578,118,4,1043,11,2008
160,413,5,1410,0,2016
880,299,2,136,1,2016
433,169,3,2135,0,2016
566,114,2,1536,1,2019
151,417,2,2925,8,2010
140,366,2,1232,15,2019
119,477,1,2731,10,2000
863,309,4,2748,12,2008
199,397,1,2211,2,2011
673,223,2,138,11,2021
59,31,1,1040,1,2017
935,221,4,2938,2,2011
228,56,4,124,13,2006
566,114,3,883,10,2011
767,83,5,2289,13,2017
420,19,4,2220,9,2013
379,206,1,1782,4,2001
998,159,5,1602,0,2012
534,338,2,1677,5,2009
853,235,4,1763,11,2001
944,257,2,1805,13,2006
709,133,3,451,1,2021
954,200,1,1057,14,2016
445,64,1,1622,6,2003
408,417,4,839,5,2006
812,491,4,1390,9,2009
750,177,2,2105,11,2014
846,368,5,1640,8,2002
22,349,3,2811,1,2021
245,291,4,56,7,2017
16,63,3,2346,5,2017
516,61,2,1285,0,2009
412,22,3,2076,3,2009
983,109,3,2809,12,2013
885,10,3,2847,6,2000
675,383,4,1585,6,2009
2,30,1,1797,1,2010
851,268,3,1295,7,2003
159,482,2,2185,12,2015
117,136,5,472,0,2013
226,231,1,246,0,2008
231,234,2,1625,9,2009
991,286,1,361,4,2001
297,207,3,709,2,2000
302,323,1,1764,5,2011
572,332,3,2559,5,2016
542,13,2,1491,2,2003
481,384,1,1721,6,2005
914,157,4,317,2,2003
11,34,2,259,10,2007
210,320,2,877,15,2013
207,216,4,83,13,2020
36,146,1,1780,10,2001
509,176,4,1694,11,2008
265,301,4,2142,0,2003
189,481,3,1938,8,2011
288,315,5,2998,10,2001
374,192,1,1187,4,2003
66,125,3,1216,13,2000
613,332,4,2607,14,2018
820,407,1,2341,14,2009
298,339,1,2747,12,2003
805,427,1,824,6,2012
63,406,5,2577,15,2008
485,464,1,33,1,2016
28,189,1,2530,14,2017
100,431,2,2056,9,2008
417,381,1,2774,6,2014
447,124,5,1804,7,2012
307,17,4,2079,8,2020
833,310,4,1473,15,2012
68,156,3,239,14,2019
776,364,2,2060,2,2012
696,441,3,2450,9,2006
161,500,5,2102,1,2017
163,470,3,2383,2,2012
762,306,5,1486,5,2001
662,133,4,707,14,2016
937,415,3,1951,15,2017
586,3,5,2591,11,2021
655,433,5,1702,11,2002
341,332,5,2672,5,2011
865,428,3,2767,0,2013
289,36,5,2333,12,2003
527,349,5,2043,2,2002
191,500,2,1441,1,2004
43,342,2,553,13,2013
427,500,3,1004,4,2016
218,356,4,1648,8,2021
417,317,2,2650,14,2009
726,440,3,2103,11,2008
740,328,2,2081,7,2020
305,41,3,2073,5,2018
172,371,2,1197,6,2001
921,158,5,2772,15,2006
845,135,3,2803,1,2012
10,380,2,1474,0,2000
541,117,2,841,0,2012
239,486,4,156,0,2017
792,17,4,790,11,2017
118,375,2,2881,5,2010
56,469,1,2044,12,2001
534,368,1,1945,11,2008
885,458,1,2262,1,2018
137,434,3,2010,1,2020
34,277,2,2142,4,2013
856,305,4,839,7,2010
779,198,2,272,3,2019
711,322,3,2960,3,2010
792,215,2,94,10,2001
96,447,5,409,2,2015
975,456,1,2255,9,2006
939,259,2,580,6,2020
117,438,1,1754,9,2002
119,102,3,1838,3,2005
943,214,5,2305,12,2011
728,490,1,899,3,2007
332,139,4,2453,12,2018
520,336,2,1425,7,2013
628,326,3,922,0,2001
515,131,3,865,12,2012
510,195,3,1673,10,2013
762,65,1,1567,14,2018
514,136,3,2736,10,2004
3,135,1,2496,7,2010
134,69,5,1557,12,2021
655,25,1,957,4,2016
790,490,3,755,12,2020
446,398,5,2327,13,2013
434,112,1,2930,15,2007
303,24,1,2912,3,2008
872,29,3,686,8,2021
818,417,3,1795,9,2017
810,426,3,2394,6,2020
644,116,3,2747,13,2008
487,314,1,2167,2,2015
441,303,4,1908,10,2021
246,43,5,717,0,2007
591,448,3,2818,12,2006
193,42,2,2737,0,2021
346,382,2,30,8,2001
873,359,3,24,6,2000
731,393,1,1874,12,2017
568,471,5,1495,7,2005
61,377,2,667,5,2003
688,171,3,2129,12,2019
173,271,4,2201,11,2018
865,223,2,1114,8,2003
276,373,3,339,2,2011
31,56,1,314,10,2002
48,254,3,2361,4,2015
854,8,5,628,8,2009
111,456,5,1418,5,2018
664,489,5,2831,3,2014
719,168,3,1388,10,2002
467,97,1,1319,2,2020
147,121,2,1086,7,2000
825,292,3,1453,2,2015
433,259,5,2754,10,2003
375,110,2,225,2,2017
398,228,4,2641,6,2012
29,371,5,2508,6,2002
3,465,1,2695,7,2005
194,484,4,265,8,2008
2,207,5,1759,1,2010
297,107,4,2283,8,2007
546,215,2,1249,0,2006
865,226,5,153,3,2011
584,284,2,904,1,2013
370,300,1,2070,11,2006
92,327,5,1229,13,2015
772,48,5,1967,12,2012
472,141,1,1365,5,2004
134,89,1,1733,10,2012
691,191,5,2379,12,2021
74,253,2,2379,3,2015
877,308,2,2135,3,2007
514,348,1,1668,7,2010
907,158,1,165,5,2018
378,146,2,1186,14,2015
62,93,4,2936,10,2017
567,233,4,2747,5,2005
71,210,4,90,14,2001
112,303,5,1957,11,2017
245,214,5,150,1,2001
296,403,3,1696,11,2020
723,478,5,2694,12,2017
614,200,1,687,1,2013
323,2,5,1533,15,2003
123,269,1,1033,9,2008
982,150,4,120,14,2019
617,78,3,2586,6,2007
626,15,5,2377,8,2015
238,418,1,1251,1,2009
816,234,4,1042,1,2016
529,196,4,1802,12,2009
376,339,5,781,14,2001
889,23,4,736,10,2000
573,311,4,455,9,2001
920,269,1,2426,15,2014
37,150,3,1579,9,2002
230,456,4,652,14,2010
975,186,1,2930,6,2019
420,235,3,316,13,2014
22,396,3,78,4,2021
230,354,4,5,5,2003
596,341,3,131,10,2008
423,335,3,834,14,2000
976,389,4,415,8,2005
275,53,2,2117,0,2016
942,285,3,877,2,2000
963,260,1,777,2,2005
836,377,5,2769,13,2008
336,470,4,2227,0,2013
39,372,3,2565,4,2005
674,271,1,1654,15,2006
929,68,1,2939,14,2015
724,237,2,379,14,2009
639,388,5,2244,3,2008
868,190,5,2630,10,2017
95,265,5,157,9,2007
856,389,2,2241,2,2016
890,429,4,571,4,2016
7,479,4,2003,8,2004
779,170,4,158,14,2004
812,52,4,1957,13,2011
99,203,2,505,4,2020
612,123,5,1546,2,2013
762,295,4,2997,8,2020
659,209,5,1097,9,2007
869,27,4,2149,12,2013
652,169,1,1426,9,2017
522,306,1,1370,14,2007
321,273,5,724,1,2016
233,167,5,2033,11,2008
832,490,5,58,10,2002
408,344,1,2591,0,2000
355,71,5,936,12,2016
377,473,5,1072,5,2014
284,468,4,371,7,2011
104,127,2,527,15,2015
773,147,3,2654,2,2010
826,43,2,659,6,2005
68,371,4,343,12,2003
540,368,4,2515,6,2021
599,443,1,424,6,2007
713,287,2,1006,13,2017
495,7,4,2586,6,2021
123,179,5,38,4,2002
781,216,2,2224,8,2009
199,483,4,2980,10,2009
638,258,1,1669,15,2020
316,498,5,774,8,2001
25,306,3,1744,9,2020
142,192,5,698,4,2008
538,286,3,162,0,2003
591,371,1,1641,5,2015
320,24,2,1442,1,2016
789,62,3,2131,6,2021
842,430,2,2426,3,2009
740,192,4,54,12,2014
884,165,1,296,10,2008
775,287,3,2941,3,2011
828,280,1,312,13,2015
979,177,1,501,4,2017
677,76,2,2379,14,2009
156,199,5,2132,13,2015
407,406,1,288,1,2015
393,278,2,2236,3,2014
978,116,5,1444,13,2020
583,44,3,2393,0,2003
95,373,3,2859,3,2014
712,362,4,1542,8,2005
4,21,4,643,13,2002
523,280,3,1700,0,2010
496,130,2,2015,7,2001
233,420,2,581,4,2018
211,89,2,456,3,2006
770,376,3,766,6,2010
548,239,5,1582,5,2002
430,262,5,223,14,2014
524,213,2,1053,3,2008
195,57,3,744,13,2012
23,205,4,1088,7,2020
364,416,3,515,9,2004
825,360,2,2654,10,2012
255,188,2,1627,0,2017
649,378,1,158,1,2015
549,190,4,1613,14,2018
769,487,4,1030,6,2009
818,379,3,2112,4,2013
173,394,2,326,0,2008
445,64,1,2852,13,2005
466,228,1,364,4,2020
133,492,1,2651,8,2007
422,100,3,2058,4,2015
888,421,4,755,13,2004
403,205,3,386,13,2008
144,337,4,717,8,2016
73,333,5,758,5,2013
158,182,3,2820,7,2018
716,86,4,450,12,2004
411,331,3,2422,3,2021
639,465,1,1177,11,2006
194,147,3,2063,5,2019
821,27,2,1820,14,2005
697,469,3,1314,15,2012
420,436,5,463,12,2008
819,42,3,2947,1,2004
462,424,3,1419,4,2010
704,419,1,872,6,2005
702,181,2,2894,7,2019
83,314,5,2031,5,2016
912,419,3,1537,12,2019
930,175,5,1831,1,2008
836,330,2,1937,7,2014
191,301,5,538,13,2014
272,259,5,1404,9,2010
382,395,5,1820,7,2009
408,194,1,474,2,2007
578,193,3,564,6,2011
697,346,5,1396,7,2021
960,311,1,1506,13,2007
348,473,2,2284,11,2021
848,480,3,697,6,2019
706,290,4,1522,0,2008
43,32,3,385,1,2015
645,229,1,270,1,2018
48,61,2,89,4,2016
876,179,4,1720,2,2001
522,69,5,1889,14,2017
244,428,2,1565,5,2011
342,183,1,732,9,2005
348,424,2,854,0,2010
565,99,5,359,4,2011
179,287,3,815,7,2004
655,359,4,492,6,2014
320,6,4,2126,8,2001
225,432,2,2530,1,2009
948,438,2,681,8,2019
972,144,1,548,15,2020
878,270,1,2893,7,2003
280,52,4,1954,10,2000
359,155,2,2199,5,2007
590,398,3,841,14,2009
67,3,1,1446,12,2002
202,390,4,162,6,2020
934,168,3,1274,9,2010
685,30,2,457,2,2019
248,229,5,1710,11,2005
493,165,1,1468,12,2016
4,58,1,2215,7,2009
491,61,1,1811,15,2003
968,356,5,2274,1,2021
801,139,1,2343,14,2002
777,407,2,2717,7,2013
178,125,3,1877,5,2005
319,470,3,1861,6,2014
95,459,1,1396,8,2010
796,168,2,99,2,2005
549,216,4,1242,4,2000
101,192,5,2271,5,2008
564,456,2,1013,4,2012
641,35,1,2338,2,2007
500,299,3,1893,5,2003
192,433,3,1503,8,2006
171,297,1,431,10,2011
709,239,3,1955,2,2013
808,488,1,1342,15,2007
290,288,3,2144,8,2006
849,351,5,2921,3,2009
28,344,4,671,5,2016
517,425,4,754,10,2003
363,10,5,2273,1,2006
300,38,4,2985,1,2004
856,174,3,715,0,2008
646,385,1,679,6,2007
512,261,5,1808,10,2021
488,192,4,1382,3,2008
226,54,5,1676,3,2015
524,206,1,397,10,2002
176,368,2,1789,10,2012
191,195,3,2860,15,2013
577,150,2,1184,5,2008
330,303,5,1168,5,2018
872,202,2,1683,12,2011
39,148,4,20,7,2002
948,212,1,929,10,2020
585,162,5,1838,1,2019
727,467,1,2785,0,2002
778,30,4,1461,13,2017
720,429,1,2889,5,2013
739,291,4,1043,3,2000
620,372,2,1435,9,2009
386,14,4,2097,3,2002
847,355,3,23,15,2014
845,91,2,1667,15,2020
519,89,5,1341,13,2015
857,369,4,2356,11,2016
677,239,5,1324,14,2017
625,430,2,2274,9,2009
48,215,5,1197,3,2011
1,382,3,608,0,2005
786,252,5,227,2,2008
846,409,4,1517,9,2002
417,267,1,2836,11,2003
593,332,3,1426,14,2020
158,396,3,319,4,2016
943,309,1,318,2,2009
502,236,4,1303,12,2004
886,153,1,963,14,2021
267,494,1,1303,7,2003
388,71,5,2331,4,2006
753,350,2,2993,12,2000
541,110,4,708,5,2000
611,326,2,2394,6,2014
914,198,5,1764,5,2002
317,221,5,1930,14,2018
473,165,1,2376,0,2009
190,196,3,2212,14,2010
131,278,4,2369,0,2013
176,94,1,1840,11,2020
612,401,5,1304,6,2012
668,436,5,2503,3,2002
307,324,5,1957,11,2015
456,419,1,1659,3,2007
497,493,3,1382,15,2010
381,198,3,161,10,2017
346,224,3,2931,0,2014
904,65,5,1432,11,2019
380,494,2,2766,8,2011
980,157,4,2457,11,2014
732,148,5,1811,10,2016
847,443,3,1828,10,2004
3,153,1,345,4,2017
830,324,1,2053,5,2014
296,264,5,1691,12,2014
401,176,5,1531,2,2007
768,261,5,500,6,2015
448,33,1,2124,6,2002
594,35,3,488,3,2003
754,463,5,196,13,2000
505,452,5,868,0,2020
724,53,4,1527,12,2013
636,317,4,1585,8,2014
89,198,2,1047,14,2005
702,489,1,1052,2,2007
12,80,1,2055,14,2015
782,494,2,2405,11,2000
117,461,4,1534,4,2013
204,270,3,2699,8,2004
482,335,2,1781,0,2001
179,417,1,2297,1,2005
823,33,3,1042,15,2018
38,428,4,751,10,2004
886,378,5,1493,4,2013
491,193,2,510,11,2005
197,371,1,2146,0,2011
548,99,5,1038,13,2021
884,349,5,1173,9,2019
639,448,5,2855,0,2018
37,169,1,1559,0,2001
64,201,4,2544,14,2000
68,157,3,79,15,2014
708,33,3,466,6,2004
380,442,4,2214,4,2003
942,310,2,2862,10,2016
705,368,2,1954,2,2006
923,121,3,2871,2,2002
575,208,2,1665,12,2001
871,311,2,2767,15,2013
668,414,2,391,8,2003
884,42,5,2703,14,2015
881,242,5,2439,15,2002
598,361,3,2151,12,2000
290,150,1,348,12,2003
469,147,3,236,9,2019
985,256,5,694,14,2018
378,109,2,931,8,2006
733,255,3,273,15,2002
855,46,2,2785,12,2005
881,377,3,401,3,2014
179,19,3,745,6,2003
386,77,5,1859,5,2002
253,466,3,1918,6,2010
302,353,2,2375,4,2007
53,46,3,396,2,2009
584,448,5,1707,4,2004
284,206,5,769,1,2006
531,282,5,1468,13,2001
13,360,1,1232,6,2001
95,325,3,1444,6,2004
335,317,3,230,14,2009
807,114,1,787,2,2005
114,323,2,941,14,2017
370,296,1,1929,14,2007
889,81,4,2781,3,2012
988,66,3,713,2,2012
290,186,2,2504,2,2001
290,403,2,133,8,2001
91,96,2,1670,10,2020
862,230,1,2739,15,2006
106,350,4,815,13,2000
524,121,3,94,10,2001
112,128,2,2538,14,2021
625,392,3,1817,7,2016
254,151,3,46,0,2017
898,100,2,89,0,2016
642,368,2,1141,0,2014
719,351,5,280,15,2020
902,348,3,117,14,2005
165,290,1,2568,2,2020
290,67,4,492,1,2014
350,381,1,899,5,2011
550,421,5,357,4,2011
285,275,5,810,15,2021
76,402,2,2425,11,2016
305,272,4,1235,2,2007
686,20,4,708,2,2006
823,2,4,2679,13,2006
73,406,4,1123,9,2020
684,313,2,2388,14,2014
997,362,4,766,14,2015
903,312,4,864,5,2021
265,310,4,772,12,2007
567,426,2,2056,13,2014
357,408,5,2644,15,2018
757,163,3,791,7,2008
365,194,5,2223,0,2015
880,19,2,2802,8,2019
730,271,2,143,9,2007
657,485,5,131,7,2009
861,487,3,1851,8,2021
355,134,3,1524,9,2009
542,39,5,171,11,2017
852,285,1,1454,9,2008
5,478,1,213,10,2014
592,259,4,1601,10,2014
942,50,3,1678,12,2016
691,20,5,308,15,2019
279,105,3,2758,7,2017
20,352,4,972,11,2011
347,155,5,919,4,2021
494,290,3,328,10,2019
780,228,3,259,10,2003
752,256,4,844,6,2019
74,363,1,2060,14,2009
953,325,5,1614,1,2012
983,145,2,2649,15,2012
219,260,5,915,2,2009
231,2,3,1637,6,2003
435,207,5,2611,6,2012
189,82,1,2908,1,2003
169,171,4,2725,7,2013
328,230,2,2733,12,2008
267,410,4,711,5,2017
206,216,2,385,13,2006
908,492,5,451,14,2010
387,30,2,1665,14,2012
199,315,1,725,0,2015
354,308,1,1697,10,2010
444,364,5,20,5,2013
310,38,1,2766,0,2006
497,405,4,2944,5,2009
478,457,5,463,13,2019
223,39,1,2189,4,2004
953,337,3,149,14,2001
34,308,2,1087,7,2013
107,96,4,1971,5,2000
12,226,1,2598,7,2003
17,189,2,909,1,2012
715,312,1,1446,9,2012
328,150,2,489,3,2020
533,461,1,2550,15,2007
244,466,3,1816,4,2021
197,140,2,1360,9,2011
107,461,3,1437,3,2013
842,382,4,2380,7,2007
705,306,1,2837,4,2021
746,487,5,948,7,2014
863,102,5,2577,14,2009
818,235,2,1795,2,2011
174,131,3,1993,12,2013
603,485,1,1135,8,2010
252,363,4,1593,6,2005
420,371,3,1351,2,2001
467,52,5,1535,9,2000
698,37,2,2496,6,2008
531,52,4,1128,14,2009
446,329,3,486,5,2010
462,96,4,2413,14,2002
723,474,3,1729,11,2002
408,73,2,1545,1,2010
243,341,4,755,13,2001
559,369,2,1079,5,2002
520,75,4,2061,11,2004
689,46,2,2641,14,2010
233,250,2,1686,10,2006
977,454,1,2705,3,2019
571,213,5,1031,5,2004
408,114,2,2208,15,2003
995,32,1,869,13,2000
829,487,5,2489,5,2013
618,475,4,1994,12,2013
751,33,2,2792,3,2007
451,381,5,1135,12,2002
778,124,4,1079,7,2012
148,38,3,2139,6,2015
164,386,4,629,6,2012
281,417,5,330,5,2016
655,284,1,125,5,2021
258,181,5,1879,15,2021
339,318,4,82,4,2011
722,260,5,100,8,2003
70,318,4,2711,15,2002
891,166,2,695,8,2001
876,464,5,775,12,2015
123,193,5,2035,4,2021
920,315,2,1376,14,2009
832,132,5,1600,4,2005
797,48,2,2125,13,2015
679,462,1,2238,13,2013
235,263,5,2950,1,2009
627,112,1,654,15,2013
923,166,4,560,3,2005
578,348,3,2805,1,2011
265,242,5,2595,15,2004
566,80,1,2266,12,2009
281,173,4,1722,1,2018
84,478,1,806,13,2005
376,251,5,2573,7,2012
175,314,3,1694,4,2018
344,444,1,1673,5,2006
362,40,2,949,0,2013
694,192,3,2945,3,2000
660,9,5,2723,0,2009
860,55,5,1475,0,2000
403,181,4,230,10,2000
742,168,3,2647,14,2008
339,363,3,1251,12,2001
878,144,1,1165,6,2007
855,106,2,1406,8,2002
997,222,4,803,11,2007
431,89,4,2176,0,2006
231,305,1,1624,9,2013
686,26,2,1976,4,2013
417,257,4,2249,3,2014
611,3,1,1379,6,2003
191,481,3,1432,5,2012
437,204,4,2560,0,2018
472,197,4,1687,14,2001
671,105,1,1482,4,2014
472,206,5,228,9,2000
5,57,2,438,2,2012
577,459,3,2812,15,2004
915,183,5,2624,15,2020
142,260,4,765,2,2012
498,121,5,290,3,2000
974,249,4,1763,3,2006
110,359,1,52,12,2017
684,310,5,1870,4,2007
493,465,3,1220,2,2017
945,88,4,1042,4,2020
397,496,2,1323,14,2017
563,162,1,1775,12,2002
297,3,4,1216,13,2005
658,271,4,1757,0,2013
716,137,2,327,3,2018
507,266,5,721,3,2020
669,339,5,1977,12,2017
401,207,2,1221,7,2009
715,382,2,2323,4,2016
372,484,4,691,4,2015
144,104,3,271,14,2021
667,480,2,467,3,2014
936,453,4,1761,3,2021
726,333,4,1226,7,2003
965,388,3,664,15,2018
823,117,1,2133,4,2005
981,100,5,1455,0,2021
306,95,4,1432,8,2018
88,111,3,2069,1,2001
693,10,2,455,11,2019
806,438,4,1266,6,2010
434,449,4,1306,7,2013
372,255,3,2529,8,2005
237,239,5,2346,12,2004
517,427,3,2336,2,2012
892,330,4,2128,8,2008
168,60,4,1340,4,2007
354,219,3,2650,0,2017
901,210,4,1517,2,2008
165,341,3,1540,4,2001
71,23,3,1596,15,2016
226,269,2,2219,9,2000
74,226,2,978,6,2021
812,91,5,1034,12,2003
603,204,2,1906,4,2001
621,463,2,1099,11,2003
